F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,filename
27.711075,0.20100947,24.223083,29.09859,31.595324,7.37224,193.89684,241.4815,155.07565,234.28035,0.8143765,0.76111895,0.28689075,0.64421815,1.2511728,0.96428204,12.251493,6.896615,7.920205,7.1754203,0.45392153,0.9087268,23.92823,0.48878366,4.6999807,2.714705,4.1370482,3.185422,-3.2811644,-3.4066145,0.05305229,1.9334284,1.3164153,0.7116549,2.941246,1.7998117,8.6673975,1.3918316,24.492521,0.53660625,658.49194,0.320442,1358.2148,0.18375368,-60.81661,-1.4207325,1654.616,0.16914797,1043.3055,0.38507393,-67.384674,-1.1887927,2719.1997,0.10313111,815.00195,0.4803128,-70.45375,-1.1098162,-14.131389,-0.5348594,23.689703,0.4147021,0.06707232,0.3987669,-0.024031933,-0.56000066,0.5713682,0.72965723,28.284903,0.32758418,6.9489765,1.9778118,3.4159813,4.072073,-2.388684,-4.9621534,-3.8678362,9.986053,0.038529027,-0.0103617925,0.14692965,2.3389773,1.7648087,0.4011881,0.46502918,0.15967032,0.18756655,-26.479076,AD-W-81-182.wav
31.414536,0.2033102,24.726679,32.97824,34.903416,10.176737,216.75063,245.40501,145.7721,279.08276,0.969323,0.5845179,0.44962686,0.90590584,1.4087311,0.95910424,11.309037,8.122557,6.071014,5.173383,0.45457447,0.85950506,11.754731,1.0000416,1.1206183,10.790077,-8.936159,-1.6895452,-18.23573,-0.56542045,0.069488645,1.6572598,1.7092552,0.5861191,0.7391913,6.3029027,-1.1269886,-7.675444,18.350084,0.52355814,579.0275,0.5013018,1233.4535,0.2110851,-49.995262,-1.8457397,1628.0061,0.19158252,907.7245,0.39472827,-47.89859,-1.6980627,2671.9807,0.115149505,849.6259,0.5018093,-52.54937,-1.5011437,-8.402203,-0.70895165,18.618586,0.4009476,0.13285822,0.15826635,-0.01954782,-0.6169404,0.5465537,0.7201148,15.174499,0.66566193,1.2621244,10.018958,-8.47901,-1.9362495,-19.993252,-0.5154996,-0.84450406,7.775385,0.10740276,-0.009165394,0.15165591,2.192277,1.6710289,0.4506024,0.46458516,0.14369862,0.17086008,-28.400595,AD-W-81-246.wav
26.682774,0.21729237,20.480354,28.202702,31.348078,10.867723,267.26395,353.62656,113.68126,101.33935,0.47869426,0.67548466,0.17492022,0.42179585,0.7378868,0.5629666,6.2946563,4.233462,4.5439644,3.3864198,0.25939605,0.86623853,21.461294,0.5515481,5.3731866,2.2104034,10.324188,1.4407264,3.458286,2.7539816,0.091441326,1.359704,1.4907551,0.6259721,0.925964,4.5199165,6.5351706,2.2367203,22.297447,0.7079532,571.74646,0.35319307,1303.3975,0.16605452,-78.17676,-1.1733814,1635.615,0.1528313,988.88873,0.44480842,-83.6887,-1.0132195,2623.8323,0.10821345,939.5246,0.436379,-85.39687,-0.97775793,-15.025971,-0.53759897,23.824825,0.39095756,0.05240292,0.5164477,-0.02222451,-0.6361767,0.35924202,0.5818822,26.803741,0.370466,9.6588125,1.2112758,10.158429,1.6605161,4.5670075,2.1844027,-3.6637447,10.281356,0.011027865,-0.004979766,0.08234556,2.5916684,2.0180666,0.30742857,0.30665326,0.1994253,0.2420333,-33.809616,AD-W-82-195.wav
29.94074,0.16853775,27.985722,30.72724,33.55934,5.57362,187.14168,269.73434,125.162605,131.02951,0.82412153,0.57118535,0.35659707,0.7646619,1.2120218,0.85542476,10.916222,8.74456,6.424896,4.3374634,0.6084559,0.8668165,27.880072,0.41664848,16.500708,0.61823714,-0.85609746,-11.574006,-11.038198,-1.3290895,0.048974257,1.8519615,1.2962335,0.69481164,4.147242,1.2104428,4.4684825,2.5684624,30.24297,0.4442617,659.7088,0.28351784,1348.1902,0.15384457,-39.508087,-1.7703675,1674.9438,0.17326388,1116.4552,0.29236928,-53.302265,-1.148185,2789.8096,0.10178565,776.8725,0.53495365,-58.24963,-1.0154301,-19.83005,-0.33839828,30.072584,0.26998502,0.06856538,0.42713258,-0.035604052,-0.44024473,0.6931318,0.7621732,30.524277,0.32989794,17.5933,0.5412392,-0.88453233,-11.978994,-13.584641,-1.0642713,-7.876648,17.058834,0.027231246,-0.013219237,0.17209333,2.7838428,1.8037715,0.4562121,0.46942827,0.09823529,0.11582112,-24.91706,AD-W-82-196.wav
23.144588,0.21041647,20.636642,24.010252,26.67416,6.0375175,182.98622,505.5556,131.32706,234.27052,1.1027229,0.570008,0.44561863,1.0828729,1.647837,1.2022184,10.735534,6.363434,6.8383665,4.4978313,0.94101423,0.730152,26.05252,0.51570517,16.38393,0.55590886,12.576187,1.1152387,2.3486516,4.915312,0.047117766,1.8317633,1.3237529,0.57830155,1.0509406,4.466994,3.5033364,5.2789297,25.041943,0.51018465,530.59265,0.31999576,1300.0486,0.1737977,-40.197895,-1.7650137,1594.4321,0.15312567,1023.9654,0.40614027,-53.62076,-1.2001401,2600.6252,0.10440399,911.9951,0.451831,-56.19482,-1.1241219,-19.07624,-0.36769748,26.345734,0.33786544,0.008809448,3.381793,-0.03265552,-0.38619953,1.040633,0.6561191,29.376465,0.37215945,16.85083,0.5535096,11.85513,1.2306741,3.4125698,3.3840868,-8.497323,14.562273,-0.024108319,-0.016837042,0.45862395,2.3037229,1.7158673,0.4741935,0.7348443,0.10519481,0.11268402,-21.822376,AD-W-82-282.wav
36.388386,0.12737206,33.71439,35.677086,38.10755,4.393162,203.51892,428.5138,102.144226,170.71272,1.024036,0.6563595,0.32219213,0.9955014,1.5460383,1.2238462,13.049058,10.950461,6.5831156,6.920728,0.58479387,1.1395733,11.558156,1.3484849,3.0266035,3.6083407,-8.78831,-1.4083871,-14.548945,-0.7890452,0.02900557,1.8002999,1.1346262,0.57392544,6.0124583,0.9676906,8.50587,1.2498232,24.350515,0.5553388,614.4522,0.46940356,1205.0527,0.27052683,-73.25413,-1.3065516,1666.308,0.18270119,893.1765,0.4007848,-66.42394,-1.2538159,2683.6487,0.12604783,878.066,0.47533736,-69.95269,-1.1554054,-12.592352,-0.65708494,22.186586,0.4602598,0.14105727,0.14641155,-0.025780909,-0.51764315,0.7663722,0.91291124,17.218718,0.81653535,3.74976,3.0866675,-8.983617,-1.5505872,-16.181242,-0.7221357,0.08897291,6.4868693,0.10343584,-0.0075024473,0.1342034,1.9919748,1.3050338,0.53736264,0.8282098,0.22783132,0.29696473,-23.09705,AD-W-83-247.wav
32.76906,0.17867452,29.665752,33.123707,38.38813,8.722378,158.06787,198.76901,92.178185,119.91171,1.0247527,0.99306834,0.19022112,0.54646033,1.8510246,1.6608036,13.975857,8.670899,9.080651,6.754486,0.6363826,1.2073352,28.403822,0.43447888,-0.59696496,-15.920072,-0.182494,-64.33034,-7.5484533,-1.6276621,0.033960924,2.364634,1.084253,0.75962406,7.010731,0.79100746,4.2363787,2.9674037,24.889452,0.49568713,681.5366,0.2920656,1342.0725,0.165408,-67.55072,-1.3342123,1693.8394,0.16330466,1053.633,0.34873492,-72.75434,-1.1309053,2715.2195,0.12396583,901.29785,0.32706824,-77.87299,-1.0146217,-16.843235,-0.35626742,26.86149,0.3167508,0.082055405,0.4496054,-0.028841114,-0.51424336,0.88590515,0.8960984,34.256577,0.2736403,-0.4553687,-23.97715,0.13803358,99.363686,-10.733634,-1.215636,-5.305354,11.909852,0.025248995,-0.0077046407,0.0524385,1.3981824,0.93934244,0.7357447,0.8817756,0.3340698,0.43316406,-19.809923,AD-W-84-183.wav
34.00282,0.10185284,33.307587,34.478386,35.752872,2.4452858,187.24533,283.97342,60.632774,79.57061,0.9040625,0.5611451,0.4189478,0.8665711,1.3277127,0.90876484,8.277936,5.0486264,4.9217014,3.8696556,0.55033606,0.76799524,29.633572,0.3234527,-4.3989244,-2.416181,5.143562,2.5759332,4.0844083,2.3133245,0.02623418,1.9494025,1.136205,0.52371883,6.7226086,0.6368769,11.476719,0.8304671,23.89391,0.3885513,610.6999,0.40823632,1367.6052,0.18262114,-37.382404,-1.907399,1598.9589,0.14027877,1080.714,0.28873387,-42.30302,-1.4807198,2564.2295,0.10172219,983.55524,0.37838492,-47.391727,-1.2770085,-13.087881,-0.47958234,24.16017,0.31451413,0.09835913,0.3340702,-0.0146193905,-0.78438556,0.62374383,0.6522106,31.824396,0.25957653,-4.0160847,-2.6755476,5.0309496,2.7759182,3.710507,2.6341827,-3.3124783,10.598915,0.02502172,-0.0041003097,0.0948086,2.2690675,0.63003665,1.3593023,1.8003596,0.26088235,0.41746688,-25.313473,AD-W-84-19.wav
29.408426,0.2431603,22.539932,31.584755,34.63969,12.099758,275.5829,419.05386,124.01925,150.2312,0.99330187,0.6866699,0.35152608,0.88344955,1.5535687,1.2020426,11.348192,5.5881696,7.481974,5.3581285,0.7974334,0.7951085,27.535192,0.42281312,9.325622,1.0711375,13.115741,1.0693635,-1.2094939,-10.249369,0.061496425,1.7772672,1.407821,0.56140065,3.787502,1.3170531,6.7381563,2.7966115,22.512997,0.68362933,577.3325,0.3638292,1313.1671,0.1814862,-39.507504,-1.7259636,1632.5449,0.1537681,1019.3521,0.40918905,-50.232853,-1.1984216,2658.2236,0.09875632,918.5846,0.45138004,-52.89342,-1.1162876,-18.15498,-0.36655405,26.974545,0.32601914,0.02812478,1.2938168,-0.02845464,-0.488468,0.89862347,0.6925552,30.077332,0.32237944,9.554815,1.0767641,13.016913,1.138575,-2.3751402,-5.2657194,-11.091671,19.430658,-0.032101333,-0.012008091,0.2004386,2.0130477,1.2686567,0.6655882,0.9303562,0.12272727,0.1316808,-22.671495,AD-W-84-283.wav
27.222963,0.2409911,20.34321,29.948433,31.65341,11.3102,235.47595,366.78214,126.677086,155.56328,0.5586264,0.58527255,0.24724501,0.5253997,0.8166584,0.56941336,5.6345844,3.4102063,4.105863,2.6878252,0.3797926,0.70229226,30.901117,0.45535043,18.755913,0.6428587,11.25124,1.0376202,2.4761622,4.1085677,0.05553055,1.6420058,1.2892654,0.69597214,3.755207,1.4542927,3.0301583,5.434916,31.891129,0.59695697,600.3356,0.26788187,1326.7612,0.18267721,-47.939396,-1.5116436,1678.1669,0.16674255,1044.8688,0.38452956,-61.742043,-1.0515184,2764.1519,0.12146638,938.6424,0.39673397,-66.73274,-0.9367582,-24.058346,-0.3275286,33.12577,0.28416166,0.021660265,1.5623441,-0.03627334,-0.43094325,0.4337375,0.58348876,35.03533,0.30085504,21.111616,0.55225784,10.462457,1.1501364,1.7030808,6.0203533,-11.352702,20.140965,-0.0337033,-0.011585128,0.15692548,2.9254224,1.7529389,0.45082352,0.6483868,0.13,0.13177663,-28.687977,AD-W-84-318.wav
39.07359,0.15803276,35.773106,37.804142,40.314533,4.5414276,177.65454,386.20773,85.49206,91.683624,1.2425615,0.5495629,0.6781293,1.1581557,1.6575642,0.97943485,14.912197,12.280901,7.7643666,6.191398,0.7491506,0.9174979,6.9411573,2.1496458,-2.5745125,-4.8490043,-4.5396166,-3.037032,-27.456236,-0.43504092,0.044973698,1.4026691,1.5692425,0.46063802,2.0740182,2.4758267,7.3200383,1.3919525,18.37316,0.75809306,590.6424,0.46023968,1108.4807,0.30740076,-72.139435,-1.2672691,1665.4305,0.18047558,866.5066,0.48523253,-58.350613,-1.2779287,2686.784,0.12697439,859.69,0.53441656,-59.407078,-1.2422353,-7.3292594,-1.2758192,15.243068,0.75612175,0.13696079,0.14942221,-0.024401313,-0.5724818,0.8909821,0.8014778,11.0801525,1.2335379,-1.8461814,-6.976925,-4.824218,-2.9566586,-28.944555,-0.41798565,4.793038,0.74996793,0.12048385,-0.009660538,0.28162852,2.4151812,1.9302795,0.389403,0.46673164,0.12362069,0.13198352,-25.533371,AD-W-85-249.wav
25.692295,0.26869726,17.873508,28.94844,31.439787,13.566278,182.29437,163.4557,132.54019,193.40318,0.6376401,0.5877645,0.29562426,0.551721,0.9605812,0.6649569,6.0488477,4.298613,3.4173348,2.4533286,0.44132343,0.85121465,20.576838,0.4981476,8.231753,1.3096621,15.219523,0.7338199,9.801004,0.78341585,0.057721816,1.7193934,1.383629,0.6061854,2.7396104,2.123917,6.3695474,2.841599,21.152824,0.6980153,605.098,0.46252647,1278.3108,0.2204358,-96.25107,-0.90994394,1656.1296,0.1791233,983.92377,0.38121822,-98.77826,-0.8229589,2682.2925,0.120663404,884.85004,0.40497634,-100.5534,-0.7942379,-17.376822,-0.3757623,27.325388,0.2779373,-0.019315468,-1.5558394,-0.0114484355,-0.9422385,0.5974237,0.66677463,24.575579,0.35452515,12.842442,0.7178825,17.801672,0.6485617,11.164848,0.7466887,-8.374853,17.741255,-0.04012911,-0.0026868763,0.21971375,1.923077,2.60971,0.21608938,0.30113992,0.16325,0.17571478,-27.161514,AD-W-85-268.wav
34.91972,0.12422352,32.31222,34.417404,36.72538,4.4131584,263.68588,765.02814,97.93165,167.62576,1.1040783,0.59464693,0.48760173,1.0368885,1.5741123,1.0865105,14.220894,9.966423,8.71874,5.1547537,0.6705294,0.8956018,15.378025,1.0221006,1.4128321,8.1065445,4.251131,3.294608,-17.65166,-0.78421164,0.03171263,1.8030758,1.2739121,0.5518107,5.397634,1.000089,8.153982,1.4633669,23.530687,0.5094925,567.76733,0.5042623,1153.2207,0.27340212,-53.4648,-1.6048307,1615.4552,0.19270934,851.20123,0.492884,-51.21066,-1.4297749,2701.8142,0.109071724,826.4509,0.5920686,-55.404095,-1.28196,-11.570805,-0.6889274,21.581648,0.43824327,0.13425353,0.14829415,-0.019279078,-0.68142253,0.80542743,0.73888063,19.925482,0.6894776,1.4942051,8.009093,5.2377834,2.871215,-19.641947,-0.7161481,1.4776219,5.4852943,0.10836557,-0.0064931735,0.13982576,2.923387,1.0097611,0.78333336,0.90056396,0.19241378,0.2639443,-23.703144,AD-W-86-245.wav
29.187561,0.24568449,23.483055,30.550133,34.410828,10.9277725,180.6114,279.57657,126.067085,146.56001,0.8373401,0.74639404,0.287817,0.71349037,1.2520912,0.96427417,11.700583,7.110942,6.060286,3.7701778,0.5509961,0.83449644,28.677845,0.38602886,2.2130623,5.8063474,17.133675,0.8260093,-1.8103551,-7.309607,0.043333136,2.0528426,1.2895864,0.61198676,3.726177,1.4829725,6.342655,2.58527,20.891817,0.63116616,514.91254,0.37113285,1264.7067,0.19704145,-41.97988,-1.714415,1574.614,0.15391524,938.9234,0.41257003,-51.344223,-1.2589,2584.9417,0.10153706,971.79266,0.45815793,-53.76025,-1.1805826,-15.372544,-0.42913315,23.967468,0.33012348,0.019589035,2.0676835,-0.024025638,-0.5284893,0.62429994,0.7453888,31.049347,0.3081787,1.4551808,9.317764,17.15454,0.87217927,-3.4588478,-3.8476672,-13.004111,21.026329,-0.037149727,-0.013749311,0.19868909,2.1489003,1.7784554,0.45790476,0.6257957,0.09483516,0.117794394,-25.686573,AD-W-86-284.wav
29.622904,0.19926605,22.422033,30.708206,34.510643,12.08861,133.62451,167.55528,89.50362,116.71186,1.2070742,0.7476718,0.44560167,0.98741,1.8383272,1.3927255,16.743341,8.051406,11.661347,6.94284,0.8820664,0.8259431,26.130201,0.41757688,8.893802,1.2992902,3.2835362,3.9805894,-9.613701,-1.3999717,0.057099693,1.8591402,1.353004,0.6788223,3.5676737,1.4059384,4.275333,3.5441847,26.552431,0.57954586,520.82947,0.35725722,1307.6876,0.17617841,-18.817236,-2.6906722,1535.6699,0.13832809,1009.3704,0.3395758,-30.076763,-1.4939139,2683.423,0.09960262,982.4366,0.59817594,-38.520725,-1.1013228,-15.59113,-0.47749716,27.531723,0.29861885,0.06942058,0.57006997,-0.024815818,-0.53643453,0.934078,0.78466356,27.406301,0.36312503,8.708097,1.329892,3.2182446,4.119237,-10.241092,-1.3239031,-5.4608774,14.158104,0.028047392,-0.011546341,0.27363634,2.6207767,1.3919647,0.6561364,0.6991073,0.053636365,0.039986227,-22.315193,AD-W-87-161.wav
34.575977,0.18614581,31.356112,32.999016,35.241047,3.8849354,222.3429,449.891,253.58513,544.9262,1.2226171,0.6260018,0.5055138,1.1428925,1.8041782,1.2986645,15.233723,12.503161,10.453604,11.586762,0.5878011,0.9687714,2.357789,6.153357,3.825005,2.9664478,-5.4219728,-2.6190622,-20.305109,-0.503697,0.02978879,1.608115,1.2505873,0.5534168,2.8214343,1.8900311,2.2712445,3.8992274,15.57802,0.7133457,587.64294,0.52879405,1077.1285,0.24502248,-84.55274,-1.1523086,1694.9601,0.19925667,744.5116,0.45046887,-78.58458,-1.122306,2686.4104,0.12894404,732.47986,0.5513728,-78.33884,-1.1237864,-6.7447515,-1.11855,13.953871,0.66251904,0.13178012,0.1508066,-0.025139792,-0.53276175,0.75799954,0.7155891,8.674161,1.4922607,5.439149,2.2095597,-2.6696033,-5.7868805,-21.599733,-0.5094793,3.6074636,1.8334819,0.114973426,-0.007833181,0.28462783,2.024648,1.8506279,0.33809525,0.4220598,0.20527026,0.2617365,-25.895456,AD-W-87-244.wav
30.874977,0.1777095,27.896072,30.946815,35.014153,7.11808,155.6866,219.79945,92.87953,152.33597,0.7992702,0.8433559,0.19626544,0.5893502,1.3413564,1.1450909,9.294247,5.724105,4.7669244,4.5806904,0.44423562,1.0499284,27.363485,0.43864745,-0.8127906,-15.677484,7.205868,1.9745674,-10.400881,-1.6149852,0.040502004,2.0701458,1.2399144,0.6217266,4.243799,1.1733924,5.132655,2.5317395,23.0529,0.51568234,575.1831,0.36219457,1355.2039,0.16137996,-47.68584,-1.7127684,1578.0431,0.1598172,1105.9019,0.34547633,-53.994324,-1.3694985,2595.6582,0.126053,907.8521,0.45152694,-58.29087,-1.2303922,-13.507971,-0.49002707,23.988031,0.3519815,0.07645209,0.49456292,-0.022583362,-0.6377336,0.54660976,0.8614176,31.041775,0.31468982,-0.97338,-14.38632,7.513663,2.0864296,-14.738607,-1.0724232,-5.061671,12.826008,0.0074841077,-0.0033959248,0.052104097,1.2485503,0.8191126,0.95808333,0.83578825,0.26165137,0.30079862,-26.403576,AD-W-89-20.wav
19.427872,0.39563867,14.368008,14.633945,22.619728,8.25172,192.31876,119.07542,73.34971,14.077814,0.02657632,0.6932735,0.010224514,0.02094666,0.042064045,0.03183953,0.29766625,0.21618949,0.21588622,0.1690966,0.00441434,1.3615185,18.608526,0.68084997,20.872147,0.48604342,15.626985,0.58797395,9.028055,1.0536401,0.023032073,1.211493,1.7424037,0.7333289,-0.9994434,-7.1241083,-5.093507,-7.4718394,23.657806,1.3150926,693.52545,0.41585508,1468.2662,0.14958832,-200.44716,-0.04225469,1839.3864,0.17446992,1083.7146,0.24415854,-200.44194,-0.0406481,2908.7874,0.13944653,1262.388,0.4022661,-200.46419,-0.039068766,-29.14766,-0.15329647,39.063004,0.1347418,-0.050973475,-1.6010485,-0.014387864,-0.55628914,0.052610558,0.9628863,30.219723,0.12141704,22.302282,0.30546626,16.78724,0.4870817,16.887112,0.62612134,-19.173523,27.581942,-0.0038050476,-0.01449984,0.0042512342,1.3782169,0.07322431,0.03333333,0.0110554155,11.655714,21.927101,-65.97041,AD-W-89-237.wav
25.669239,0.2672634,16.98486,27.27785,31.288017,14.303158,270.9271,425.7411,115.282326,129.52524,1.0169102,0.7781027,0.27657253,0.84557045,1.6593714,1.3827989,11.993343,6.2251706,6.3032885,4.059124,0.91971236,0.905713,26.208916,0.44524777,12.369318,0.84739846,6.3200994,2.4862194,4.9296627,2.4564302,0.055939358,1.9728262,1.4284624,0.6040621,1.8171934,2.980543,5.224769,3.852072,25.125658,0.6119456,472.95996,0.30475786,1262.8383,0.17092463,-54.502247,-1.5355803,1504.3196,0.13831055,950.873,0.40643236,-65.19149,-1.1706833,2568.7727,0.087035075,908.802,0.56609017,-70.5916,-1.0347584,-17.852549,-0.39621326,27.847855,0.2822446,0.022224331,1.9015082,-0.02319146,-0.48689625,1.1564873,0.72099483,29.52168,0.32162094,13.9793825,0.7765908,5.5607586,3.0131147,4.39379,2.9339952,-12.499815,21.846954,-0.03845022,-0.01283125,0.23268422,1.6548843,2.026375,0.3588889,0.5064524,0.13073395,0.13998495,-21.677832,AD-W-91-311.wav
27.709576,0.2692729,18.688618,31.941908,33.495327,14.806709,409.7889,493.19055,161.31702,239.26303,0.5224596,0.38957998,0.32612714,0.5074195,0.67813,0.35200283,4.546109,3.5887382,2.8125002,2.1274378,0.3476101,0.6871917,17.940884,0.5445485,14.499117,0.6678166,12.718324,0.8309119,16.295387,0.5698872,0.06272099,1.6991377,1.323723,0.5967657,3.9793906,1.5309597,8.070516,3.091105,18.515228,1.1872494,630.6195,0.41536492,1329.4336,0.213792,-88.673805,-0.9445854,1690.0681,0.14980263,956.75836,0.41117585,-91.17018,-0.8462089,2731.9019,0.09827246,912.88184,0.42081463,-92.81826,-0.81877923,-19.115013,-0.35170072,29.095234,0.2973248,-0.03411458,-0.833816,-0.01405945,-0.6247238,0.4032528,0.5694691,21.278036,0.38413146,18.711714,0.44425794,14.607053,0.7299521,19.145313,0.464609,-10.06584,19.583113,-0.051495284,-0.007467196,0.24787538,2.9114437,2.5096135,0.24806452,0.31134382,0.1493458,0.16717696,-30.043118,AD-W-92-271.wav
30.150036,0.20266478,25.058945,31.473417,34.853424,9.794479,208.78888,216.33548,161.29884,302.56415,0.30016616,0.9389562,0.0647896,0.17934056,0.5424028,0.4776132,5.154829,3.3669903,2.7622528,2.0495408,0.13619825,1.0227525,22.981663,0.54486525,11.00747,1.0374899,18.693102,0.6132205,1.2176183,9.062697,0.06584094,1.8038323,1.3232201,0.7051685,4.6309204,1.123543,8.226104,1.8313664,25.213175,0.6173366,566.0882,0.3638801,1270.5604,0.20527874,-97.36341,-0.9728353,1692.3016,0.16008696,1003.2165,0.49222237,-103.47963,-0.82946044,2662.4148,0.106018,949.1786,0.47891998,-104.191956,-0.81666714,-18.589148,-0.49570948,26.18217,0.41627643,0.045670148,0.9140359,-0.023397574,-0.54829884,0.21511216,0.6417532,28.431902,0.3950502,10.993373,1.2648911,19.873077,0.6331884,-1.9794245,-6.0500927,-14.898811,23.518269,-0.021216705,-0.008163043,0.03876363,1.6633452,1.4494977,0.3710582,0.34896514,0.31398875,0.3729602,-36.403847,AD-W-93-207.wav
37.052753,0.06640815,36.199642,37.133316,38.454876,2.2552338,191.5162,415.97205,14.421526,12.354203,0.3778891,0.8440133,0.08261286,0.29283494,0.6544157,0.57180285,4.9422774,3.03337,2.6757228,1.9233967,0.1653618,1.1354316,20.743952,0.6640007,7.9678106,1.2256075,1.9694107,7.0953364,-11.017242,-1.3233367,0.021818342,1.9803191,0.97477525,0.69768,9.518073,0.45308456,1.6674538,6.2708964,24.584238,0.43661445,671.2002,0.28579426,1295.6665,0.19361593,-95.81099,-0.96105057,1715.3262,0.1772906,970.4156,0.43624103,-94.87418,-0.87225515,2809.239,0.10128202,864.02264,0.4614875,-99.00767,-0.8016392,-19.617764,-0.34810138,30.159208,0.30402505,0.07728758,0.3780565,-0.028944623,-0.45224527,0.258121,0.71995556,28.618597,0.37766567,10.586499,0.98198175,-2.75795,-5.2337303,-16.659748,-0.8869734,-6.9479337,15.158205,0.0030736153,-0.005826192,0.017874653,1.7445483,0.9042719,0.66810346,0.51898587,0.43690908,0.56068087,-32.68822,AD-W-95-21.wav
23.429548,0.14568195,20.416134,23.062506,26.561234,6.1450996,121.2555,201.96004,45.95279,45.34415,0.6541427,0.6318069,0.2329513,0.5867431,0.99782896,0.7648777,8.507555,4.100574,7.669844,4.617668,0.36379838,0.8658064,30.013994,0.361871,1.1776311,8.068066,8.9303875,1.4696382,-2.7430577,-4.63016,0.0433623,1.5693792,1.5866017,0.6174922,1.3022112,2.6081576,1.4742012,4.936374,16.76282,0.42356107,435.50964,0.36448854,1244.4773,0.15796553,-17.481266,-2.8513758,1397.7357,0.15946212,937.24915,0.2553822,-27.829193,-1.6301998,2386.721,0.10224195,754.95026,0.27296907,-31.356976,-1.4128847,-13.761962,-0.42650044,20.720362,0.31629092,0.04708962,0.593219,-0.027552575,-0.53985965,0.37781358,0.84403783,31.511417,0.29625595,1.0595195,8.942794,9.197207,1.4531275,-2.8538692,-4.555564,-4.478752,10.904544,0.035754386,-0.012730053,0.21178307,3.6994221,1.544998,0.58875,0.58555603,0.045757573,0.031911835,-29.2762,HC-M-55-78.wav
